name,address,latitude,longitude,loc_rating,rating
Melbourne Luxury Apartment,"1202/35 Albert Road , South Melbourne, 3004 Melbourne, Australia",-37.834695,144.9721117,9.2,9.2
Mono Apartments on Elm,"22 Dorcas Street, Southbank, South Melbourne, 3000 Melbourne, Australia",-37.8300237,144.9695301,9.3,8.8
Evan - Beyond A Room Private Apartments,"1 Freshwater Place, Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.8,9
Cynthia - Beyond A Room Private Apartments,"57 Flinders Lane, 3000 Melbourne, Australia",-37.8149825,144.9728432,9.6,8.4
Super cozy self-service apartment,"568 Saint Kilda Road 1004, 3004 Melbourne, Australia",-37.8471823,144.9786951,9.3,9.5
Perfect Studio with Great Location within the CBD,"220 Spencer Street, 3000 Melbourne, Australia",-37.8156694,144.952988,10,9.2
2BEDS Melbourne Central|Crown Casino|Colin|S Cross,"1411/565 Flinders Street, 3000 Melbourne, Australia",-37.8211278,144.9558983,9.8,8.9
Tennyson - Beyond a Room Private Apartments,"9 Tennyson Street, Richmond, Richmond, 3121 Melbourne, Australia",-37.8239979,144.9918179,9.4,8.5
Brilliant Victoria Harbour Waterfront LVII,"883 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8211211,144.9425286,8.6,8.1
"Tiara, Beyond a Room Private Apartments","50 Haig Street, Southbank, 3006 Melbourne, Australia",-37.826844,144.9568385,9.6,8.2
Roden Residences,"16 Roden Street, 3003 Melbourne, Australia",-37.8058719,144.9502339,8.9,8.9
Brooke - Beyond a Room Private Apartments,"3 Alfred Square, 3182 Melbourne, Australia",-37.864266,144.9742201,9.5,8.7
Complete Host Leopold Apartments,"470 St Kilda Road, 3004 Melbourne, Australia",-37.8412822,144.9765221,9,8.6
Ovolo Laneways,"19 Little Bourke Street, 3000 Melbourne, Australia",-37.810674,144.9719576,9.5,9.3
Luxury & Cosy 3 beds 2 baths 1 cp apt in heart of Mel,"33 Rose Lane, 3000 Melbourne, Australia",-37.8150102,144.9540997,9.4,9.4
NEO Serviced Apartments,"620 Collins Street, 3000 Melbourne, Australia",-37.8188373,144.9543434,9.3,8.4
The Hotel Windsor,"111 Spring Street, 3000 Melbourne, Australia",-37.8120798,144.9729474,9.4,8.8
Elaine - Beyond a Room Luxury Beachside Apartments,"8-10 The Esplanade, 3182 Melbourne, Australia",-37.863606,144.972776,9.8,8.3
Complete Host Richmond Townhouse Collection,"90 Hunter Street, Richmond, 3121 Melbourne, Australia",-37.8220424,145.005,9.5,8.8
The Town Apartments,"Tattersalls Lane, 3000 Melbourne, Australia",-37.8119048,144.9656045,8.7,8.4
Raphael - Beyond a Room Private Apartments,"6 Leicester Street 115, 3053 Melbourne, Australia",-37.8060407,144.960282,9.1,8.8
Aerin - Beyond a Room Private Apartments,"238 Flinders Lane, 3000 Melbourne, Australia",-37.8165136,144.9659591,10,9
Roland - Beyond a Room Private Apartments,"339 Swanston Street, 3004 Melbourne, Australia",-37.8103818,144.9638079,9.8,9.4
Space Hotel,"380 Russell Street, 3000 Melbourne, Australia",-37.8075485,144.9661045,8.8,8.3
Catani 1 - StayCentral,"12 Acland Street, 3182 Melbourne, Australia",-37.8631723,144.9750806,9,8.1
Complete Host The River Apartments,"UG15/77 River Street, South Yarra, 3141 Melbourne, Australia",-37.8368591,144.9974008,9.1,8.3
"The Swanston Hotel Melbourne, Grand Mercure","195 Swanston Street, 3000 Melbourne, Australia",-37.8131012,144.9650043,9.2,8.3
"Luxury CBD - Pool, Gym and Spa","129 A'Beckett Street, 3000 Melbourne, Australia",-37.8098242,144.959709,8.8,8
Australian Home Away @ North Melbourne,"29 O'Connell Street, North Melbourne, 3051 Melbourne, Australia",-37.8051106,144.9576061,9.3,8.1
Donkey Kong Short Stay - The William,"199 William Street, 3000 Melbourne, Australia",-37.81456,144.9574098,9.3,8.7
MJ Shortstay Whiteman St Apartment,"63 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8260535,144.9568461,9.9,9.2
A Cozy 2BR CBD Apartment Near Bourke St Mall,"20-26 Coromandel Place, 3000 Melbourne, Australia",-37.8130141,144.9692432,10,9
Hawthorn Wonderland Apartment,"31 Queens Avenue, 3122 Melbourne, Australia",-37.8228449,145.0443204,9.2,9.2
Espresso Apartments - Penthouse St Kilda Style,"39/220 Barkly St, 3182 Melbourne, Australia",-37.8709428,144.9807051,9.6,8.2
Melbourne CBD Harbour View Home,"Unit 3210 639 Lonsdale St, 3000 Melbourne, Australia",-37.8151005,144.9535261,10,9.7
Saint George - The Townhouse,"361 Chapel Street, South Yarra, 3141 Melbourne, Australia",-37.8462839,144.9940261,8.8,8.3
Melbourne Central YHA,"562 Flinders Street, 3000 Melbourne, Australia",-37.8206438,144.9556165,9.1,8.3
Espresso Apartments - St Kilda penthouse with panoramic Bay and City views,"350 Beaconsfield Parade, 3182 Melbourne, Australia",-37.8595997,144.971703,9.3,8
Ocean Views  Top Location  Parking  Restaurants,"101 Saint Kilda Road, 3182 Melbourne, Australia",-37.8597673,144.9836167,9,9.2
Hanna - Beyond a Room Private Apartments,"32 Bourke St, 3000 Melbourne, Australia",-37.811442,144.9720127,9.6,8.9
SmartStay Melbourne,"22 Chapel St, Windsor, 3181 Melbourne, Australia",-37.856817,144.992603,8.7,8.1
Star Wars Suite,"117/68 Leveson Street, North Melbourne, 3051 Melbourne, Australia",-37.8024072,144.9515043,8.9,8.8
Complete Host Monarc Apartments,"74 Queens Road 1210, Albert Park, 3004 Melbourne, Australia",-37.8522389,144.9795127,9.1,8.9
"New ,COZY,Modern Apartment with Cityscape Views","568 Collins Street, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.6,8
SSP - C/M,"7 Claremont Street, South Yarra, 3141 Melbourne, Australia",-37.838188,144.993552,9.6,9.4
MH Private Apartments @ The William,"199 William Street, 3000 Melbourne, Australia",-37.81456,144.9574098,9.7,9
Complete Host Tiara Apartments,"50 Haig Street, Southbank, 3006 Melbourne, Australia",-37.826844,144.9568385,9.4,9
Not Far From Airport & City,"3 Lex Grove 4, 3046 Melbourne, Australia",-37.718179,144.926048,8.3,8.5
Beachside Port Melbourne,"502/127 Beach Street, 3207 Melbourne, Australia",-37.840251,144.928536,9.9,9.8
Swanston - 2 Bedroom Aptm,"555 Swanston Street, Carlton, 3053 Melbourne, Australia",-37.8057442,144.9627896,9.5,8.9
CBD heart 2BR+1BA APT with free gym and pool,"Elizabeth Street u3007/462, 3000 Melbourne, Australia",-37.8090217,144.9608512,9.2,9.3
Studio on Park Street,"52 Park Street 816, South Melbourne, 3205 Melbourne, Australia",-37.832673,144.969083,9.5,9.2
"Lakeside Crescent Townhouse, Keilor East","24 Lakeside Crescent, 3033 Melbourne, Australia",-37.7391479,144.8760766,8.3,8.3
MJ Shortstay Southbank Grande Apartment,"151 City Road, Southbank, 3006 Melbourne, Australia",-37.8237063,144.9630994,9.3,9
Serviced Apartments Melbourne - Australia 108,"70 Southbank Boulevard, Southbank, 3006 Melbourne, Australia",-37.8232421,144.9640661,8.9,8.5
Crown Promenade Melbourne,"8 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8234367,144.9580861,9.3,8.9
Espresso Apartments - Port Melbourne Executive Living,"G10/70 Nott St, 3207 Melbourne, Australia",-37.8403865,144.9391183,8.5,8
Melbourne Luxury Paradise,"120 Sturt Street, Southbank, Southbank, 3006 Melbourne, Australia",-37.8248504,144.9667038,9.7,8.9
Position Perfect Armadale,"11 Kooyong Road, 3143 Melbourne, Australia",-37.861597,145.019436,8.8,8.7
Vibe Hotel Carlton Melbourne,"441 Royal Parade, Parkville, 3070 Melbourne, Australia",-37.7829895,144.9588174,8.6,8.2
Royce Hotel,"379 St Kilda Rd, 3004 Melbourne, Australia",-37.8350802,144.9753496,9,9
Centrepoint Units Heidelberg,"75 Hawdon Street, 3084 Melbourne, Australia",-37.756922,145.064263,8.7,8.6
Complete Host Wrap Apartments,"133 City Road, Southbank, 3006 Melbourne, Australia",-37.823361,144.963506,9.4,9.2
Vance - Beyond a Room Private Apartments,"398 La Trobe Street, Melbourne, 3000 Melbourne, Australia",-37.8107887,144.9576989,9,8.7
The Savoy Hotel on Little Collins Melbourne,"630 Little Collins Street, 3000 Melbourne, Australia",-37.8178443,144.9540135,9.3,8.8
HugoHome@Southern Cross Station,"33 Rose Lane Manhanttan, 3000 Melbourne, Australia",-37.8150372,144.9540151,8.9,8.1
Mona Lisa Milano Penthouse,"8 Franklin Street Apartment , 3000 Melbourne, Australia",-37.8074344,144.9621145,9,9.3
Andre's Mews,"89 Church Street , Richmond, 3121 Melbourne, Australia",-37.8139434,145.0002225,8.5,8.8
North Melbourne Retreat,"81 O'Shanassy Street, North Melbourne, 3051 Melbourne, Australia",-37.8002414,144.9472243,8.5,8.7
Position Perfect Richmond,"45-47 Cameron Street, Richmond, 3121 Melbourne, Australia",-37.8166125,144.9989063,10,9.7
Gem of Bundoora,"106b 1091 Plenty road, 3083 Melbourne, Australia",-37.7093519,145.0497192,9.1,9.2
Beach Front Beauty,"11 Marine Parade Unit 31, 3182 Melbourne, Australia",-37.8698643,144.9773722,9.8,9.6
IFSTAYS Blackwood Apartment,"33 Blackwood Street, North Melbourne, 3051 Melbourne, Australia",-37.800576,144.9557042,8.8,8.5
Regent On Collins,"187 Collins Street Apartment 37, 3000 Melbourne, Australia",-37.815347,144.967794,9.8,9.4
Yuki - Beyond a Room Private Apartments,"416 Saint Kilda Road, 3004 Melbourne, Australia",-37.8355934,144.9746504,8.9,8.5
Richmond Vibe - Rejuvenate Stays,"131 Kent St Richmond, Richmond, 3754 Melbourne, Australia",-37.8149121,145.005475,9.2,8.5
Amora Hotel Riverwalk,"649 Bridge Road, Richmond, 3121 Melbourne, Australia",-37.8197495,145.0132556,9,8.8
Spacious apartment within minutes of Acland Street,"3182 Melbourne, Australia",-37.8595773,144.9777054,8.3,8
Hotel Claremont Guest House,"189 Toorak Road, South Yarra, 3141 Melbourne, Australia",-37.839041,144.993358,8.7,8.1
Russell - 1 Bedroom Aptm,"133 Russell Street, 3000 Melbourne, Australia",-37.8133721,144.9679842,9.7,9.6
Helio - Modern Aptm,"93 Flemington Road, North Melbourne, 3051 Melbourne, Australia",-37.7985352,144.9529454,9.1,9.2
City Centre Budget Hotel,"22 Little Collins Street, 3000 Melbourne, Australia",-37.8124139,144.9726027,9,8
Captain Homes -Clarendon St Southbank Face Crown,"105 Clarendon Street, Southbank, Southbank, 3006 Melbourne, Australia",-37.827096,144.9581235,8.9,8.9
The Prince,"2 Acland Street, 3182 Melbourne, Australia",-37.8622125,144.9740264,9.2,8.7
Mantra on Jolimont,"133 Jolimont Road, East Melbourne, 3002 Melbourne, Australia",-37.818018,144.9783418,8.7,8.1
Yarra House,"101 Yarra Bend Road, 3078 Melbourne, Australia",-37.7875839,145.0114222,7.5,8.2
Espresso Apartments - Mitford St Elwood Lifestyle,"3/79 Mitford St, Elwood, 3184 Melbourne, Australia",-37.876758,144.9844513,8.8,8.4
Apartments On The Fifth,"605 Lonsdale Street 4402, 3000 Melbourne, Australia",-37.814929,144.954241,8.8,8.1
Readyset on Spencer,"200 Spencer Street, 3000 Melbourne, Australia",-37.816228,144.9532465,9.2,7.9
"Murray, Deluxe Fitzroy Apartments","181 Smith Street, Fitzroy, 3065 Melbourne, Australia",-37.8038124,144.9832273,9.8,9.5
Miami Hotel Melbourne,"13 Hawke Street, West Melbourne, 3003 Melbourne, Australia",-37.8061578,144.9485792,8.3,8.6
Manhattan Apartment Uptown,"33 Rose Lane, 3000 Melbourne, Australia",-37.8150102,144.9540997,9.7,9.3
Brand new apt at the heart of South Melbourne,"89 Gladstone St South Melbourne Vic 3205 203, South Melbourne, 3205 Melbourne, Australia",-37.8301088,144.9499001,8.6,8.8
Metro Apartments On Bank Place,"18 Bank Place, 3000 Melbourne, Australia",-37.8164352,144.9605167,8.8,8
Sweet Caroline,"1/101 Caroline Street, South Yarra, South Yarra, 3141 Melbourne, Australia",-37.8385212,144.9880364,10,9.7
"2 bedrooms CBD FREE Tram apartment (Melb Central, China Town, Queen Victoria Market, Melbourne University, RMIT, etc)","39 Lonsdale Street Unit 1301, 3000 Melbourne, Australia",-37.8099303,144.9711262,9.4,8.4
IFSTAYS Light House Victoria One - Brand New Apartment,"450 Elizabeth Street, 3000 Melbourne, Australia",-37.8082642,144.9607964,9,8
Modern Apartment in Footscray's Heart,"55 Hopkins Street, Footscray, 3011 Melbourne, Australia",-37.8006053,144.905265,8.6,8.5
Quest Carlton On Finlay,"2-9 Finlay Place, Carlton, Carlton, 3053 Melbourne, Australia",-37.803908,144.967002,8.8,8.1
Heart CBD 2BR/2BA with free parking and views,"108 Flinders Street, 3000 Melbourne, Australia",-37.81615,144.9711221,9.6,9.7
Dawn - Beyond a Room Private Apartments,"75 Drummond Street, Carlton, Carlton, 3053 Melbourne, Australia",-37.8047901,144.9672512,9.6,8.9
Stunning Luxury Apartment,"8 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8223443,144.9666442,10,9.8
Verve,"483 Swanston Street, 3000 Melbourne, Australia",-37.8072179,144.9623358,9.6,9.4
Tolarno Hotel,"42 Fitzroy Street, 3182 Melbourne, Australia",-37.860229,144.976074,8.9,8.5
Ace's Place,"4 Davidson Street, South Yarra, 3141 Melbourne, Australia",-37.832764,144.98887,7.9,8.5
Upper West Side - Madison,"639 Lonsdale Street 1006, 3000 Melbourne, Australia",-37.8151005,144.9535261,9.1,9.4
Morgan - Beyond a Room Private Apartments,"22 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8229321,144.9658885,9,8
Melbourne cbd apartment,"99 A'Beckett Street 312, 3000 Melbourne, Australia",-37.809478,144.9606924,9.7,9.4
Manhattan Apartments - Caulfield North,"466 Dandenong Road, 3161 Melbourne, Australia",-37.863766,145.0206386,9.4,9.6
St Kilda Gardens,"25 Herbert Street 1, 3182 Melbourne, Australia",-37.8721093,144.9830966,9.5,9
GRAVITY (I708)-L'Abode Accommodation,"89 Gladstone Street, South Melbourne, 3205 Melbourne, Australia",-37.8301969,144.9499557,9.2,8.8
Melbourne Metro YHA,"78 Howard Street, North Melbourne, 3051 Melbourne, Australia",-37.8030396,144.954494,8,8
Espresso Apartments - Garden Views on Herbert,"120/27-31 Herbert St, 3182 Melbourne, Australia",-37.8723102,144.9832228,8.9,8.4
Melbourne City Stays,"238 Flinders Lane, 3000 Melbourne, Australia",-37.8165136,144.9659591,9.5,8.4
studio apartment in Melbourne with free wifi,"546 Flinders Street, 3000 Melbourne, Australia",-37.8205058,144.9561717,9.2,8.4
Perfect Family Apartment in Central Melbourne,"315 La Trobe Street, 3000 Melbourne, Australia",-37.8108745,144.9599591,9.2,8.4
Society Accommodation,"30-34 Bray St, South Yarra, 3141 Melbourne, Australia",-37.8444608,144.9954419,9.5,9.6
Melbourne Central,"339 Swanston Street Unit 904, 3004 Melbourne, Australia",-37.8103818,144.9638079,10,9
Melbourne's Princes Park Hotel,"2 Sydney Road, 3056 Melbourne, Australia",-37.7553721,144.9644318,9,8.7
King Deluxe Apartments,"Lonsdale Heights Apartments 5H/131 Lonsdale Street Melbourne City , 3000 Melbourne, Australia",-37.8106567,144.9684409,9.4,8.9
Catani 3 - StayCentral,"12 Acland Street, 3182 Melbourne, Australia",-37.8631723,144.9750806,9.7,8.9
Lyall Hotel And Spa,"16 Murphy Street, South Yarra, 3141 Melbourne, Australia",-37.8379183,144.9907445,9.3,8.8
Melbourne Eureka Deluxe Apartment,"7 Riverside Quay, Southbank, 3006 Melbourne, Australia",-37.8213341,144.9646982,10,9.6
Genie - Beyond a Room Private Apartments,"25 Hotham Street, East Melbourne, 3002 Melbourne, Australia",-37.8148822,144.9895395,9,8.5
Brighton Serviced Apartments,"408 Bay St, Brighton, 3186 Melbourne, Australia",-37.9065702,145.0075304,8.8,8.3
Richmond Hill Hotel,"353 Church Street, Richmond, 3121 Melbourne, Australia",-37.8229707,144.9987497,8.8,8.1
Habitat HQ,"333 St Kilda Road, 3182 Melbourne, Australia",-37.8655848,144.9854081,8.1,8.1
Brunswick B & B,"255 Stewart Street, 3057 Melbourne, Australia",-37.7650895,144.9820743,8.6,9
Concept Blue 7 Melbourne CBD,"702/68 La Trobe St, 3000 Melbourne, Australia",-37.8083648,144.9667899,8.2,8
REdTRO House,"27 MYRTLE STREET SOUTH YARRA, South Yarra, 3141 Melbourne, Australia",-37.8398465,144.9890338,8.5,8.1
Kew Serviced Apartments,"104-106 Walpole Street, Kew, 3101 Melbourne, Australia",-37.7981886,145.0332585,8.6,8.4
Quest on Bourke,"155 Bourke Street, 3000 Melbourne, Australia",-37.8128736,144.9688316,9.3,8.4
Mercure Welcome Melbourne,"265 Little Bourke Street, 3000 Melbourne, Australia",-37.81282,144.9647544,9.2,8
The Travellers,"518 Swanston Street, Carlton, 3053 Melbourne, Australia",-37.8048062,144.9634826,8.9,8.6
"Beautiful Victorian Mansion by the Sea - 7 bedrooms, 7 bathrooms","28 Mary Street, 3205 Melbourne, Australia",-37.8203235,145.0019323,9.5,9.2
Brighton Savoy Hotel,"150 Esplanade, Brighton, 3186 Melbourne, Australia",-37.9154665,144.9875598,8.9,8.3
Quest St Kilda Road,"478 St Kilda Road, 3004 Melbourne, Australia",-37.84253,144.977028,9.2,9.2
Kimberley Gardens Hotel and Serviced Apartments,"441 Inkerman Street,, 3183 Melbourne, Australia",-37.8676987,145.0040516,8.2,8.4
Mono Apartments on Mackenzie Street,"33 Mackenzie Street, 3000 Melbourne, Australia",-37.807711,144.9669056,9.4,8.8
OMG! Luxurious New Apt in CBD,"108 Flinders Street, 3000 Melbourne, Australia",-37.81615,144.9711221,10,9.9
CitiClub Hotel Melbourne,"113 Queen Street, 3000 Melbourne, Australia",-37.8157528,144.9607103,8.5,7.9
Canvas Suites on Downie,"8 Downie Street, 3000 Melbourne, Australia",-37.8203662,144.9559713,9.4,8.9
Quest NewQuay,"26 Caravel Lane, Docklands, 3008 Melbourne, Australia",-37.8142446,144.9410111,8.8,8.5
Seaside Home,"35 Shelley Street, Elwood, Elwood, 3184 Melbourne, Australia",-37.881047,144.983947,8.9,9.1
BreakFree on Collins,"6/233 Collins Street, 3000 Melbourne, Australia",-37.8160036,144.9661659,9.3,8.1
Best View St Kilda 1 BR - Spectacular Sunset Hideaway,"33/ 149 Fitzroy Street Saint Kilda, 3182 Melbourne, Australia",-37.8592459,144.9787166,9.8,9.8
ibis Budget - Melbourne CBD,"97-103 Elizabeth Street, 3000 Melbourne, Australia",-37.815917,144.963641,9.1,8
North Melbourne Lifestyle Stays,"108 Munster Terrace, North Melbourne, 3051 Melbourne, Australia",-37.8006836,144.9433183,9.1,9.5
ocean view apartment near crown in CBD,"105 Clarendon Street, Southbank, 3006 Melbourne, Australia",-37.827096,144.9581235,9.5,8.4
Quest East Melbourne,"48 Wellington Parade,, East Melbourne, 3002 Melbourne, Australia",-37.8165941,144.9886142,9,8.5
Manallack Apartments Olley,"2 Manallack Street, 3056 Melbourne, Australia",-37.7736975,144.9602156,9.2,8.4
Hub Hostel,"139-149 Flemington Road, North Melbourne, 3051 Melbourne, Australia",-37.7961372,144.9500018,8.2,8.7
"Espresso Apartments - Class, Style & Location in Carlton","463 Cardigan St, Carlton, 3053 Melbourne, Australia",-37.7945349,144.9662306,10,10
Hotel 115,"115 Cotham Road, Kew, 3101 Melbourne, Australia",-37.8077537,145.0391871,8.6,8.8
Melbourne Airport Motel,"123 Mickleham Road, Tullamarine, 3043 Melbourne, Australia",-37.6944701,144.8806698,9.5,9.4
Heart Location 2BR with free parking and views,"568 Collins Street Unit 4802, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.8,9.5
Readyset Studios on Anthony,"9 Anthony St, 3000 Melbourne, Australia",-37.8092581,144.9589178,8.4,8
Espresso Apartments - Bold and Beautiful in Brighton,"8/26 Outer Crescent, Brighton, 3186 Melbourne, Australia",-37.9056816,144.9992556,8.8,8.3
Pleasant City Stay on Collins,"233 Collins Street 809, 3000 Melbourne, Australia",-37.8160036,144.9661659,10,9.6
"Boutique Stays - Seventh Street, House in Parkdale","27B Seventh Street, Parkdale 3195, 3195 Melbourne, Australia",-37.989023,145.076465,9.2,9.6
New CBD Apartment With Harbour View Balcony near Southern Cross Station,"2604/618 Lonsdale Street, 3000 Melbourne, Australia",-37.8143198,144.9539133,10,9.7
Deco Family House,"1496 Malvern Road, 3146 Melbourne, Australia",-37.8540737,145.0478133,8.6,8.8
Waratah Stay - A boutique experience,"41 Acland Street, 3182 Melbourne, Australia",-37.864566,144.975606,9.4,8.9
Canvas Suites on A'beckett,"31 Abeckett Street, 3000 Melbourne, Australia",-37.8089881,144.9625703,9.4,8.8
Deluxe and Brand New Lakeside Apartment,"77 Queens Road, Albert Park, 3004 Melbourne, Australia",-37.8527132,144.9797278,8.8,8.2
Wyndham Hotel Melbourne,"199 William Street, 3000 Melbourne, Australia",-37.81456,144.9574098,8.9,8.6
Exclusive Luxury 2BR Astonishing CBD Sight@Top54th,"35 Queensbridge Street, Southbank, 3006 Melbourne, Australia",-37.8229418,144.9613557,9.5,7.9
Adara Brunswick,"343 Sydney Road Brunswick, 3056 Melbourne, Australia",-37.7695147,144.961474,9.1,9.1
Brighton Bay Apartments,"197 Bay Street, Brighton, 3186 Melbourne, Australia",-37.9045903,144.9988313,9.1,9
MJ Shortstay Apartments - Platinum Tower,"45 Clarke Street, Southbank, 3006 Melbourne, Australia",-37.826888,144.9593789,9.1,8.6
Espresso Apartments - Executive Living in Caulfield,"201/464 Hawthorn Rd, 3162 Melbourne, Australia",-37.8934125,145.020534,9.2,8.5
Deluxe 2BR Residence in Melb CBD,"199 William Street, 3000 Melbourne, Australia",-37.81456,144.9574098,9.2,8.1
Bellamama's @ St Kilda,"233 Canterbury Road Unit 5, 3182 Melbourne, Australia",-37.85915,144.976195,9.4,9
Modern Cosy 2BR Apt Next to Beach!,"174 Esplanade East, 3207 Melbourne, Australia",-37.8433389,144.9429015,9.2,8.8
Complete Host 50 Claremont St Apartments,"50 Claremont Street, South Yarra, 3141 Melbourne, Australia",-37.8364447,144.9943596,9.2,8
Arden Motel,"15 Arden Street, North Melbourne, 3051 Melbourne, Australia",-37.8013498,144.9520307,8.9,8.4
Bell Motel,"2 Patterson Street, Preston, Preston, 3072 Melbourne, Australia",-37.7454831,145.0103751,8.6,8.6
Espresso Apartments - Glen Iris Executive Apartment,"204/220 Burke Rd, 3146 Melbourne, Australia",-37.855207,145.052318,8.9,8.9
NOTEL,"Harper Lane Melbourne, 3000 Melbourne, Australia",-37.8181921,144.9610307,8.6,8.3
Heart of CBD Penthouse Apartment,"222 Russell St, 3000 Melbourne, Australia",-37.8112936,144.9678227,9.2,8.5
Exclusive Stays - Gallery Penthouse,"33 City Road, Southbank, 3006 Melbourne, Australia",-37.8216222,144.9668458,9.5,9.4
Airport Tourist Village Melbourne,"37 Ardlie Street, , Tullamarine, 3049 Melbourne, Australia",-37.6731279,144.8853998,8.9,8.9
brand new stunning home with garden,"211 BAY STREET G16, Brighton, 3186 Melbourne, Australia",-37.9048482,144.9990725,9.4,8.2
Art Series - The Larwill Studio,"48 Flemington Road, North Melbourne, 3052 Melbourne, Australia",-37.7949609,144.9497837,8.9,9.2
Quest Brighton on the Bay,"250 Esplanade, Brighton, 3186 Melbourne, Australia",-37.909352,144.9867125,8.7,8.3
LOCATED IN THE HEART OF RICHMOND - just off Swan St,"56 Stanley Street, Richmond, 3121 Melbourne, Australia",-37.824856,144.994379,10,8.6
south point,"22 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8229321,144.9658885,9.5,8.7
Abode by Easystay,"63 Fitzroy Street, St Kilda, 3182 Melbourne, Australia",-37.8611337,144.9755755,8.4,8.4
STK - 1 Bedroom Aptm,"5 Saint Kilda Road, 3182 Melbourne, Australia",-37.8588763,144.9833849,8.6,8.4
"Istana 10, Melbourne CBD","1016/228 Abeckett St, 3000 Melbourne, Australia",-37.8101911,144.9566043,9.3,8.2
Federation Square Apartments,"238 Flinders Street, 3000 Melbourne, Australia",-37.8173927,144.9663866,9.6,9.2
Stylish Aptm @ SouthYarra,"35 Malcolm Street, South Yarra, 3141 Melbourne, Australia",-37.8371379,144.996434,9.3,8.9
Albert Heights Serviced Apartments,"83 Albert Street, East Melbourne, 3002 Melbourne, Australia",-37.810813,144.9852404,9,8.3
Melbourne Star Apartment Docklands,"421 Docklands Drive, Docklands, 3008 Melbourne, Australia",-37.8143667,144.9395017,9.2,8.7
Santeri - Beyond a Room Private Apartments,"80 A'beckett Street, 3000 Melbourne, Australia",-37.8090372,144.9610905,9.3,9.1
ibis Melbourne - Little Bourke Street,"600 Little Bourke Street, 3000 Melbourne, Australia",-37.8153272,144.9545155,8.8,8.3
Collins St Melbourne CBD - 2 Bedroom Apartment with balcony,"233 Collins St 710, 3000 Melbourne, Australia",-37.8160036,144.9661659,9.9,8
Parkville Motel,"759 Park Street, 3056 Melbourne, Australia",-37.7772463,144.9564729,8.7,8
UWS Hudson Melbourne CBD Apartment,"220 Spencer Street, 3000 Melbourne, Australia",-37.8156694,144.952988,9.4,8.8
Birches Serviced Apartments,"160 Simpson Street, East Melbourne, 3002 Melbourne, Australia",-37.8106589,144.9890876,8.8,8.3
HugoHome Designed Suites@Southern Cross,"220 Spencer Street, 3000 Melbourne, Australia",-37.8156694,144.952988,10,8.7
Southbank Cozy 2 Bedroom Apartment with Bay View,"63 Haig Street, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,8.8,8.1
The Bella in Southbank Melbourne 2BD High Floor-2,"250 City Road, Southbank, 3006 Melbourne, Australia",-37.8257579,144.9595488,9.3,8.1
Alston Apartments Hotel,"138 Elgin Street, Carlton, 3053 Melbourne, Australia",-37.797191,144.9697336,8.8,8.3
Townhouse with everything at your doorstep,"17B Gillingham Street, Preston, 3072 Melbourne, Australia",-37.750763,144.9923708,9.4,9.6
Leopold 615 on St Kilda Road,"Unit 615 Leopold, 3004 Melbourne, Australia",-37.8414739,144.9768468,9.5,8.5
Espresso Apartments - Classy Central Caulfield,"103/490 Dandenong Rd, 3162 Melbourne, Australia",-37.864508,145.022632,9.2,8.4
Gravity Tower,"89 Gladstone Street 704, South Melbourne, 3205 Melbourne, Australia",-37.8301088,144.9499001,9.5,9.7
Southbank CityView 2BR Apartment on Clarendon,"105 Clarendon Street Unit 2712, Southbank, 3006 Melbourne, Australia",-37.827096,144.9581235,9,8.1
Panoramic View + Netflix,"1303S/889 Collins Street Docklands, Docklands, 3008 Melbourne, Australia",-37.8208882,144.9416138,9.6,9.3
ICON Penthouse Apartment,"6 St Kilda rd St Kilda, 3184 Melbourne, Australia",-37.8566873,144.9834374,9.4,9.3
Melbourne Beachside Apartment,"180 Barkly Street, 3182 Melbourne, Australia",-37.8684097,144.9811826,9.5,9.7
Homely Getaways at 429 Spencer,"429 Spencer Street, West Melbourne, 3003 Melbourne, Australia",-37.8105667,144.9499557,9,8.8
Summer s Holiday Inn,"494 Victoria Street, North Melbourne, 3051 Melbourne, Australia",-37.8049933,144.949859,9.1,9.2
Art Series - The Blackman,"452 St Kilda Road, 3000 Melbourne, Australia",-37.8389506,144.9759412,8.9,9
Canvas Suites on William,"350 William Street, 3000 Melbourne, Australia",-37.8112464,144.9566068,9.6,9.2
Espresso Apartments - Smart Caulfield Townhouse,"2/15 Marara Rd, 3162 Melbourne, Australia",-37.896634,145.03014,9.5,9.2
The Glenferrie Hotel Hawthorn,"324 Burwood Road, 3122 Melbourne, Australia",-37.8227474,145.0345455,9.1,8.8
Close To Shops Airport & City,"47 Hamilton Street 9, 3042 Melbourne, Australia",-37.739764,144.885082,8.7,9.2
Nook Melbourne Apartments,"173 City Road, Southbank, 3006 Melbourne, Australia",-37.824628,144.9623452,8.9,8.8
