name,address,latitude,longitude,loc_rating,rating
Tyrian Albert Park Lake,"14 Queens Road, Albert Park, 3004 Melbourne, Australia",-37.8389211,144.9749946,9,9.2
Citadines on Bourke Melbourne,"131-135 Bourke Street, 3000 Melbourne, Australia",-37.8126841,144.9693093,9.5,8.9
The Sebel Melbourne Malvern,"803 Dandenong Road, 3145 Melbourne, Australia",-37.8742431,145.0390809,8.2,8.6
Milano Serviced Apartments,"8 Franklin St, 3000 Melbourne, Australia",-37.8074344,144.9621145,8.8,8.3
The Hamptons Apartments,"45 Nott Street, 3207 Melbourne, Australia",-37.8415293,144.9376326,9.3,9.1
Treasury on Collins,"394 Collins Street, 3000 Melbourne, Australia",-37.81668,144.96104,9.5,9.1
Mono Two on Flinders Street,"108 Flinders Street, 3000 Melbourne, Australia",-37.81615,144.9711221,9,8.1
Quest Prahran,"9 Balmoral Street, , South Yarra, 3141 Melbourne, Australia",-37.8458191,144.9909759,9.2,8.7
Waterfront Melbourne Apartments,"60 Siddeley Street, Docklands, 3008 Melbourne, Australia",-37.8228429,144.9523646,9.6,9.2
Mono Apartments on Freshwater Place,"1 Freshwater Place, South Bank, Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.6,8.4
Mantra Southbank,"31 City Road, Southbank, Southbank, 3006 Melbourne, Australia",-37.821652,144.9669056,9.1,8.7
Hotel Lindrum Melbourne - MGallery by Sofitel,"26 Flinders Street, 3000 Melbourne, Australia",-37.8153185,144.9736177,9.3,9.1
Best Western Plus Buckingham International,"1130 Nepean Hwy, Highett, 3190 Melbourne, Australia",-37.9506204,145.0464845,8.4,8.4
Experience Aria Hotel Apartments,"285 City Road, Southbank, 3006 Melbourne, Australia",-37.8274177,144.9587959,8.7,8.2
MJ Shortstay Centurion Apartment,"83 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8270114,144.9559351,9.6,8.7
HFN Crown Boutique Apartment,"61-63 Haig Street Southbank Victoria 3006, Southbank, 3006 Melbourne, Australia",-37.8276686,144.9566961,8.8,8.3
Southbank Short Stay Apartment,"283 City Road , Southbank, 3006 Melbourne, Australia",-37.827276,144.9590267,9.6,9.9
Park Regis Griffin Suites,"604 St. Kilda Road, 3004 Melbourne, Australia",-37.851214,144.9800936,8.7,8.5
RNR Serviced Apartments North Melbourne,"139 Chetwynd Street, North Melbourne, 3051 Melbourne, Australia",-37.8023863,144.9521911,9,8.9
Adina Apartment Hotel Melbourne Northbank,"550 Flinders Street, 3000 Melbourne, Australia",-37.8202977,144.9559351,9,8.8
Sandra - Beyond a Room Private Apartments,"1 Bouverie Street, Carlton, 3053 Melbourne, Australia",-37.806396,144.9612606,8.8,8.7
Caroline Serviced Apartments Brighton,"3 Male Street, Brighton, 3186 Melbourne, Australia",-37.9161618,144.9958381,9,8.8
Mantra on Little Bourke,"471 Little Bourke Street, 3000 Melbourne, Australia",-37.814469,144.959041,9.2,8.9
Accent Accommodation@Docklands,"37 Caravel Lane, Docklands, Docklands, 3008 Melbourne, Australia",-37.8147995,144.9407795,9.4,9.2
Tyrian Serviced Apartments Fitzroy,"91 Johnston Street, Fitzroy, 3065 Melbourne, Australia",-37.7980854,144.9776366,9.6,9.3
Collins Accommodation,"568 Collins Street, Apartment 4803, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.8,9.6
Quest Melbourne Airport,"20 Annandale Road, Tullamarine, 3045 Melbourne, Australia",-37.7031165,144.8570933,8.4,8.7
Quest Abbotsford,"611 Victoria Street, 3067 Melbourne, Australia",-37.8110857,145.0076103,8.6,8.7
Peppers Docklands,"679 La Trobe Street, Docklands, 3008 Melbourne, Australia",-37.8148672,144.9472693,8.9,8.9
Southbank,"22 Dorcas Street 1705, South Melbourne, 3006 Melbourne, Australia",-37.8300237,144.9695301,9.4,9.3
Melbourne Holiday Apartments Flinders Wharf,"60 Siddeley Street, Docklands, 3008 Melbourne, Australia",-37.8228429,144.9523646,9.5,9.1
Quest Royal Gardens,"8 Royal Lane, Fitzroy, 3065 Melbourne, Australia",-37.804695,144.9746986,9.3,8.6
Crest on Barkly Hotel,"47 Barkly Street, 3182 Melbourne, Australia",-37.8588352,144.9825237,8.3,8
Quest on Dorcas,"8 Dorcas Street,, South Melbourne, 3205 Melbourne, Australia",-37.8299888,144.9702345,9.2,8.9
Hawthorn Gardens Serviced Apartments,"750 Toorak Road, Hawthorn East, 3123 Melbourne, Australia",-37.8454379,145.0435749,8.2,8
Punthill Apartment Hotel - Little Bourke,"11-17 Cohen Place, 3000 Melbourne, Australia",-37.8110453,144.968905,9,8.4
Self Service Apartment Free Parking+Wifi,"905/6 St Kilda Road, St Kilda West, 3182 Melbourne, Australia",-37.8566873,144.9834374,8.6,8.2
Park Lane Apartment,"6/8 Wellington Crescent, East Melbourne, 3002 Melbourne, Australia",-37.8172254,144.9776737,9.7,9.3
Majorca Magic on Flinders Lane - Rejuvenate Stays,"260 Flinders Lane, 3000 Melbourne, Australia",-37.8167912,144.9655274,9.6,9.1
HFN Bourke St Short stay Apartment,"838 Bourke Street, Docklands, 3008 Melbourne, Australia",-37.8198282,144.943262,9.5,9.2
Artel Apartment Hotel Melbourne,"756 Sydney Road, 3056 Melbourne, Australia",-37.759604,144.963599,8.4,8.7
Adelphi Hotel,"187 Flinders Lane, 3000 Melbourne, Australia",-37.8164231,144.968433,9.6,9.1
Fawkner Apartment Bay-view 5,"499 Saint Kilda Road, 3004 Melbourne, Australia",-37.8431329,144.9793406,8.4,8.1
Corporate Keys - Elm Apartments,"22 Dorcas Street, Southbank, South Melbourne, 3004 Melbourne, Australia",-37.8300237,144.9695301,8.8,8.3
HFN Skyline Luxury Apartment,"6710/442 Elizabeth Street , 3000 Melbourne, Australia",-37.8082901,144.9608496,9.4,8.8
Southbank Biz-Biz Hotel Apartment,"151 city road, southbank, Southbank, 3006 Melbourne, Australia",-37.8237034,144.9631086,8.5,8
Quay West Suites Melbourne,"Southgate Avenue, Southbank, 3000 Melbourne, Australia",-37.8212413,144.9655654,9.6,9.1
Alto Hotel On Bourke,"636 Bourke Street, 3000 Melbourne, Australia",-37.8164338,144.9547794,9.4,9
District Apartments Fitzroy,"160 Argyle Street, Fitzroy, 3065 Melbourne, Australia",-37.798012,144.981167,9.2,8.7
Premier Stays Melbourne,"99 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8273542,144.955548,9.4,9.3
"LIGHT, AIRY, SPACIOUS QUEENS ROAD APARTMENT","70 Queens Road Apartment #1003, Albert Park, 3004 Melbourne, Australia",-37.8511224,144.9791254,9.4,9.5
Quest on Chapel,"651 Chapel Street, South Yarra, 3141 Melbourne, Australia",-37.837437,144.995805,9.2,8.7
Harbour Escape Apartments Docklands,"NewQuay, Docklands, Docklands, 3008 Melbourne, Australia",-37.8142524,144.942659,9.4,8.8
Camberwell Serviced Apartments,"85 Camberwell Road , 3124 Melbourne, Australia",-37.8271453,145.052223,8.9,8.8
Luxury Apartments with View,"241 City Road Southbank , Southbank, 3006 Melbourne, Australia",-37.8265171,144.960065,9.5,9.2
Shadow Play by Peppers,"308 - 320 City Road, Southbank, 3000 Melbourne, Australia",-37.8270317,144.9583105,9,9.2
Premier Stays Melbourne,"163 City Road, Southbank, 3006 Melbourne, Australia",-37.8243289,144.9626463,9.4,9.1
Quest Southbank,"12-16 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8227143,144.9663706,8.9,8.5
ZEN Homes on Collins,"233 Collins Street , 3000 Melbourne, Australia",-37.8160036,144.9661659,9.9,9.5
HFN The Bank Apartment,"283 City Rd The Bank, Southbank, 3006 Melbourne, Australia",-37.827276,144.9590267,9.5,9.2
Beach Apartment Port Melbourne,"Nott Street, 3207 Melbourne, Australia",-37.8377228,144.9413545,9.8,9.6
Liberal Boutique Hotel Apartment,"551 Swanston Street, Carlton, 3053 Melbourne, Australia",-37.8056733,144.9623021,9.5,9.1
Sanctuary Apartments - Freshwater Place,"1 Freshwater Place, Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.5,8.1
Australia 108,"70 Southbank Boulevard, Southbank, 3006 Melbourne, Australia",-37.8232421,144.9640661,8.9,8.6
Modern 639 Lonsdale APT,"639 Lonsdale Street, 3000 Melbourne, Australia",-37.8151005,144.9535261,9.4,8.9
North Essendon B & B,"140 Marigold Crescent, Tullamarine, 3043 Melbourne, Australia",-37.7010747,144.8991933,9,9.3
Quest Flemington Apartment Hotels,"600 Epsom Road, Flemington , 3031 Melbourne, Australia",-37.7886513,144.9214028,8.7,8.4
Melbourne Knox Central Apartment Hotel,"400 Burwood Highway Wantirna South, 3152 Melbourne, Australia",-37.8694419,145.2353723,9,9.1
Executive stay Little Collins street,"27 Little Collins Street, 3000 Melbourne, Australia",-37.8127232,144.9726251,9.5,9.3
Spectacular Views Top Floor- Private Apartment.,"3 Alfred Square 81, 3182 Melbourne, Australia",-37.864266,144.9742201,9.8,9.4
"Melbourne Private Apartments - Collins Wharf Waterfront, Docklands","915 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8203823,144.9397919,8.5,9.7
Accommodation Heidelberg CBD Apartments,"1 Powlett St, 3084 Melbourne, Australia",-37.7548037,145.0581881,9.5,9.5
Sanctuary Apartments on Collins,"325 Collins Street 203, 3000 Melbourne, Australia",-37.8166442,144.9635498,9.6,8.1
Nest-Apartments on QV,"22-24 jane  bell lane, 3000 Melbourne, Australia",-37.8102191,144.966267,9.6,8.2
Quest Jolimont,"153-155 Wellington Parade South, East Melbourne, 3002 Melbourne, Australia",-37.8167098,144.9795804,9.3,8.9
Luxury skyhigh apartment views of beach and city,"Apt 1909, 3-5 Saint Kilda Road, 3182 Melbourne, Australia",-37.8683221,144.9869236,9.3,9.8
Nest-Apartments on Collins,"568 Collins Street, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.3,8.7
Cosmo Central Hotel Apartment,"60 A®πBeckett St Melbourne, 3000 Melbourne, Australia",-37.8087405,144.9614497,9.3,8.7
Fawkner Apartment Bay-view 4,"499 Saint Kilda Road, 3004 Melbourne, Australia",-37.8431329,144.9793406,8.9,9.1
"Pars Apartments - Collins Wharf Waterfront, Docklands","915 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8203823,144.9397919,9.8,9.6
Absolute Collins,"233-239 Collins Street, 3000 Melbourne, Australia",-37.8160058,144.966174,9.7,8.9
Sanctuary Apartments - Prima Pearl,"9 Power Street, Southbank, 3006 Melbourne, Australia",-37.8231515,144.9613723,9.6,8.6
HFN Union Tower Apartment,"300 Little Lonsdale Street, 3000 Melbourne, Australia",-37.8115161,144.9606515,8.9,8.4
Pride Manor South Yarra,"7 Claremont Street, South Yarra, 3141 Melbourne, Australia",-37.838188,144.993552,9.1,8.6
"South Yarra Gem - 2bed, 2bath, Carpark, Wifi","227 Toorak Road, South Yarra, 3141 Melbourne, Australia",-37.8392175,144.994692,9.7,9.4
Mins to Mel CBD | Water View Brand New 2Bed APT,"883 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8211211,144.9425286,9.5,8.3
Quest Moonee Valley,"1 McPherson Street, 3039 Melbourne, Australia",-37.7658233,144.9269885,9,8.7
Stunning Home in Melbourne CBD,"565 Flinders Street, 3000 Melbourne, Australia",-37.8211278,144.9558983,9.7,9
Melbourne Docklands Seaview Apartment,"889 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8208882,144.9416138,9.4,8.5
Essendon Apartments,"1040 Mt Alexander Road, 3040 Melbourne, Australia",-37.749064,144.9139378,9.2,9.2
Home Sweet Homestays,"23 Irwell Street 1, 3182 Melbourne, Australia",-37.8671654,144.9805089,9.4,9.3
Melrose Apartments,"171-173 Melrose Street, North Melbourne, 3051 Melbourne, Australia",-37.7907637,144.9423093,9.1,9.3
Skr Bed and Breakfast,"228 La Trobe St Melbourne, 3000 Melbourne, Australia",-37.8098871,144.9628379,8.7,8.4
Homely Getaways @ Swanston Square,"555 Swanston Street, Carlton, 3053 Melbourne, Australia",-37.8057442,144.9627896,9.3,8.3
Position Perfect,"82 Blyth Street Brunswick, 3056 Melbourne, Australia",-37.766339,144.968999,9.4,9.4
Flinders Lane - Studio Apartment,"Unit 309/238 Flinders Lane, 3000 Melbourne, Australia",-37.8165136,144.9659591,9.8,9.3
Essendon - home away from home,"12 Cliff Street, 3040 Melbourne, Australia",-37.75761,144.911474,10,10
225 Melbourne Tower,"173 City Road, Southbank, 3006 Melbourne, Australia",-37.824628,144.9623452,9.3,9.2
"Melbourne Private Apartments - Collins Street Waterfront, Docklands","883-889 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8211211,144.9425286,9.3,9.1
Platinum Apartments @ Freshwater Place,"1 Freshwater Place, Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.6,8.9
381 Cremorne,"381 Punt Road, Cremorne, Cremorne , 3121 Melbourne, Australia",-37.825492,144.988908,9.3,9.1
"Auzzie Apartments Docklands, Melbourne","889 Collins Street, Docklands, 3008 Melbourne, Australia",-37.8208882,144.9416138,8.9,9.5
Apartments on Flemington,"113 Flemington Road North Melbourne, North Melbourne, 3051 Melbourne, Australia",-37.7974471,144.9515688,9.2,8.8
Ivanhoe Apartments,"443 Upper Heidelberg Road, 3079 Melbourne, Australia",-37.755484,145.05588,9.2,9.7
"Melbourne Private Apartments - Haig Street, Southbank","50 Haig Street, Southbank, 3006 Melbourne, Australia",-37.826844,144.9568385,9.4,9.1
Crest On Barkly Serviced Apartments,"25-47 Barkly Street, 3182 Melbourne, Australia",-37.858403,144.982603,8.2,8.2
Dockland Kings Lucky 805,"15 Caravel Lane, Docklands, 3008 Melbourne, Australia",-37.814211,144.9416969,9.1,9
Espresso Apartments - Style in the heart of Carlton,"104/475 Cardigan St, Carlton, 3053 Melbourne, Australia",-37.7940738,144.9663033,9.6,9.1
La Stella,"5 John st Flemington, Flemington , 3031 Melbourne, Australia",-37.783909,144.9269563,9.3,9.3
"Parque Apartments 1, St Kilda Road & CBD","G03/555 St Kilda Road, 3004 Melbourne, Australia",-37.8470517,144.9806745,9.2,8.4
Apartments on Church Street,"602, 8 Howard Street Richmond, Richmond, 3121 Melbourne, Australia",-37.8335208,144.9975397,8.6,8.1
Melbourne Fitzroy Terrace,"10 Delbridge Street, 3068 Melbourne, Australia",-37.7886685,144.9887946,9.5,9.5
Zach - Beyond a Room Private Apartments,"163 Fitzroy Street, St Kilda, 3182 Melbourne, Australia",-37.8588437,144.9798363,9.2,8.6
F&D' s House,"44 Verdant Avenue, 3142 Melbourne, Australia",-37.8329921,145.0075452,8.1,9
ReadySet Southbank,"88 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8247596,144.9629475,8.8,8.3
CBD 2bedroom apartment Best Location in Melbourne,"33 MacKenzie Street, 3000 Melbourne, Australia",-37.807711,144.9669056,8.8,9.2
Modern CBD Apartment - Free Secure Parking and Wifi,"1 Bouverie Street, Carlton, 3053 Melbourne, Australia",-37.806396,144.9612606,9,8.5
Fantastic Freshwater,"3707/1 Freshwater Place , Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.9,9.5
WeMeet Melbourne,"Unit 501-506, 327 La Trobe Street, 3000 Melbourne, Australia",-37.8109622,144.959802,9.8,9.1
Readyset on City Road,"283 City Road, Southbank, 3006 Melbourne, Australia",-37.827276,144.9590267,9.3,8.4
Punthill Essendon Grand,"1142 Mount Alexander Road, 3040 Melbourne, Australia",-37.7443271,144.9106916,8.9,8.7
Marina View Apartment on the Maribyrnong River,"112/20 Pier Lane, 3032 Melbourne, Australia",-37.7852656,144.8999965,9.5,9.7
Six Star Serviced Apartments,"Chapel Street 1804, South Yarra, 3141 Melbourne, Australia",-37.8417659,144.9951571,9.5,9.4
Camberwell Burke Road Apartment,"Unit 114, 828 Burke Road, 3124 Melbourne, Australia",-37.821798,145.058718,10,9.5
Cleo - Beyond a Room Private Apartments,"63 Acland Street, 3182 Melbourne, Australia",-37.8662516,144.97706,9.5,8.6
Benjamin - Beyond a Room Private Apartments,"Franklin St, 3000 Melbourne, Australia",-37.8082287,144.9599825,9.3,8.1
CENTRAL CBD Stylish Pad 2BD with views *WIFI,"450 Elizabeth Street, 3004 Melbourne, Australia",-37.8082642,144.9607964,9.6,9.3
COMPLETE HOST Coventry St Apartments,"35 Coventry Street, South Melbourne, 3006 Melbourne, Australia",-37.8294694,144.9691814,9.3,8.7
"Boutique Stays - Wellington Mews, Apartment in East Melbourne","25/1 Wellington Crescent, East Melbourne 3002, East Melbourne, 3002 Melbourne, Australia",-37.8174041,144.9782346,9.4,9
Studio# on Collins,"568 Collins Street, 3000 Melbourne, Australia",-37.8183759,144.9554361,9.4,9.1
Melbourne Holiday Apartments South Wharf,"20 Convention Place 321, Southbank, 3006 Melbourne, Australia",-37.8250607,144.9503296,9.5,9.1
Port Stay One,"1 Graham Street, 3207 Melbourne, Australia",-37.8431092,144.9447471,10,9.8
CBD Little Paris - StayCentral,"237 Flinders Lane, 3000 Melbourne, Australia",-37.8168093,144.9664539,9.2,7.9
Collins - 1 Bedroom Aptm,"568 Collins Street, 3004 Melbourne, Australia",-37.8183759,144.9554361,9.5,8.8
Studio# on Spencer,"200 Spencer Street, 3000 Melbourne, Australia",-37.816228,144.9532465,8.9,8.6
Logan - Beyond a Room Private Apartments,"27 Little Collins Street, Melbourne, VIC, 3000 Melbourne, Australia",-37.8127232,144.9726251,8.9,8.5
The Cyclist's Apartment,"32-38 George Street, East Melbourne, 3002 Melbourne, Australia",-37.815522,144.989213,9.2,9.3
Miles - Beyond a Room Private Apartments,"555 Flinders Street, 3000 Melbourne, Australia",-37.820969,144.9564872,8.4,8.5
Kim - Beyond a Room Private Apartments,"3/76 Jeffcott St, West Melbourne, 3003 Melbourne, Australia",-37.8119066,144.9511361,9.3,8.8
Wattle Glen Apartment,"48 mannish road Wattle glen, 3096 Melbourne, Australia",-37.663368,145.188498,7.6,8.6
Complete Host SEE Apartments,"1201/45 Claremont St, South Yarra, 3141 Melbourne, Australia",-37.8364918,144.9939273,8.9,8.3
Cityviews - 3 Bedroom Apartment - StayCentral,"180 City Road, Southbank, Southbank, 3006 Melbourne, Australia",-37.8240013,144.9620001,9.6,8.9
Lighthouse - 1 Bedroom Aptm,"450 Elizabeth Street, 3004 Melbourne, Australia",-37.8082642,144.9607964,9.2,8.2
Complete Host AquaLuna Apartments,"103/63 Acland Street, St Kilda, 3182 Melbourne, Australia",-37.8662516,144.97706,9.4,8.3
EQ Tower - Service Apartment,"127 Abeckett Street , 3000 Melbourne, Australia",-37.8097643,144.9596812,8.7,8.1
Port Stay Two City Lights,"232-242 Rouse Street, 3207 Melbourne, Australia",-37.8407028,144.9374656,9.5,9.7
Little Collins St - Beyond A Room Private Apartments,"601 little collins st, 3000 Melbourne, Australia",-37.8180264,144.9549093,9.2,8.4
Complete Host Epic Apartments,"118 Kavanagh Street 1702, Southbank, 3006 Melbourne, Australia",-37.8253868,144.962001,8.8,8.8
"Leila, Beyond a Room Private Apartments","565 Flinders St, 3000 Melbourne, Australia",-37.8211278,144.9558983,8.5,8.3
Melbourne Central NO.1-1Bed1Bath,"135 A'Beckett Street, 3000 Melbourne, Australia",-37.8096952,144.9595078,9,8.4
Celeste - Beyond a Room Private Apartments,"213/279 Wellington Parade South, East Melbourne, 3000 Melbourne, Australia",-37.8162348,144.9760422,9,8.4
"Boutique Stays - Vox Terrace, Prahran Apartment","104/59 Porter Street, Prahran 3181, Prahran, 3181 Melbourne, Australia",-37.846943,144.990644,10,8.5
Dorcas - 1 Bedrom Aptm,"22 Dorcas Street, South Melbourne, 3006 Melbourne, Australia",-37.8300237,144.9695301,9,9
Mila - Beyond a Room Private Apartments,"140 Swan Street, Richmond, 3121 Melbourne, Australia",-37.8257318,144.9947826,8.9,8.5
Complete Host Mainpoint Apartments,"241 City Road, Southbank, 3006 Melbourne, Australia",-37.8265171,144.960065,9.4,9.2
Kayla - Beyond a Room Private Apartments,"5/120 Sturt Street, Southbank, 3006 Melbourne, Australia",-37.8248504,144.9667038,9.5,8.9
Complete Host Vogue Apartments,"713/35 Malcolm St, South Yarra, 3141 Melbourne, Australia",-37.8371379,144.996434,9.8,8.8
Vera - Beyond a Room Private Apartments,"284 Dorcas St, South Melbourne, South Melbourne, 3205 Melbourne, Australia",-37.833948,144.956602,9.5,9.1
Matilda - Beyond a Room Private Apartments,"227 Toorak Rd, South Yarra, VIC, South Yarra, 3141 Melbourne, Australia",-37.8392175,144.994692,9.1,8.6
"Nordic by ZEN Homes, Melbourne CBD","225 Elizabeth Street, 3000 Melbourne, Australia",-37.8132308,144.9623173,9.6,9.4
Capitol - 1 Bedroom Aptm,"115 Swanston Street, 3000 Melbourne, Australia",-37.814996,144.9660285,9.4,8.6
Sunday Escape,"65 Coventry Street Unit 202, South Melbourne, 3006 Melbourne, Australia",-37.8298844,144.9679382,10,9.6
"Level 26 Fulton Lane @Holistay, Melbourne CBD","120 A'Beckett Street, 3000 Melbourne, Australia",-37.8094134,144.9596804,9.5,8.1
Mono Apartments on QV,"22 Jane Bell Lane, 3000 Melbourne, Australia",-37.8102205,144.9662652,9.3,8.2
Astra Apartments Southbank,"9 Power Street, Southbank, Southbank, 3006 Melbourne, Australia",-37.8231515,144.9613723,9.2,8.8
Executive stay Doepel Way,"15 Doepel Way, Docklands, 3008 Melbourne, Australia",-37.814778,144.9398816,10,7.8
Rosie - Beyond a Room Private Apartments,"6/11 herbert Street, St Kilda , 3182 Melbourne, Australia",-37.8713569,144.9823743,9.8,8.8
Bluebell Apartments,"Unit 602, 1-3 Watts St, Box Hill, 3128 Melbourne, Australia",-37.817576,145.125172,8.5,8.6
Spectacular View Home in the heart of Melbourne,"33 MacKenzie Street, 3000 Melbourne, Australia",-37.807711,144.9669056,9.5,8.3
City Fringe Lovely 1 Bedroom Apartment@Ikebana,"130 Dudley Street, West Melbourne, 3003 Melbourne, Australia",-37.809552,144.950835,8.6,8
Dali - Beyond a Room Private Apartments,"2106/63 Whiteman Street, Southbank, Southbank, 3006 Melbourne, Australia",-37.8260535,144.9568461,8.9,8.1
Archie's CBD Laneway Apartments,"562 Little Bourke Street, 3000 Melbourne, Australia",-37.815158,144.955702,8.6,9
Hotel Frank,"470 ST KILDA RD, 3004 Melbourne, Australia",-37.8412822,144.9765221,9,9.3
Southbank Apartments Freshwater Place,"1 Freshwater Place, Southbank, 3006 Melbourne, Australia",-37.8217362,144.962136,9.6,8.6
Prima Tower 51 on Southbank,"5109/35 Queensbridge St, Southbank, 3006 Melbourne, Australia",-37.8229418,144.9613557,9.7,8.2
Megan - Beyond a Room Private Apartments,"270 King Street, 3000 Melbourne, Australia",-37.813751,144.9550317,9.1,8.6
"Boutique Stays - Melrose Terrace, Townhouse in North Melbourne","54 Melrose St, North Melbourne 3051, North Melbourne, 3051 Melbourne, Australia",-37.793544,144.94231,9.5,9
Position Perfect Carlton,"280 Cardigan Street, Carlton, 3053 Melbourne, Australia",-37.798163,144.9660537,9.5,8.8
COMPLETE HOST Park View St Kilda,"181 Fitzroy Street, 3182 Melbourne, Australia",-37.8578428,144.9814061,9,9
George - 1 Bedroom Aptm,"97 Flemington Road, North Melbourne, 3051 Melbourne, Australia",-37.7983825,144.9528286,8.5,8.7
Crown Towers,"8 Whiteman Street, Southbank, 3006 Melbourne, Australia",-37.8234367,144.9580861,9.5,9.3
The Walkup: Luxury Central 3BD Apartment+Gym+Pool,"175 City Road, Southbank, 3006 Melbourne, Australia",-37.8244974,144.9622271,10,9.4
Complete Host Domain Apartments,"65 Coventry Street, South Melbourne, 3141 Melbourne, Australia",-37.8298844,144.9679382,9.4,8.9
Luxury Penthouse with amazing views!,"1 William Street, 3000 Melbourne, Australia",-37.8195037,144.9595058,9.8,9.3
architect designed apartment,"8/32 Bourke Street, 3000 Melbourne, Australia",-37.811442,144.9720127,9.3,8.8
Abigail - Beyond a Room Private Apartments,"888 Collins Street 3202, Docklands, 3008 Melbourne, Australia",-37.8205169,144.9422993,9.2,8.8
StayCentral Docklands Delight,"8 Pearl River Road, Docklands, 3008 Melbourne, Australia",-37.8155523,144.9379982,9.6,8.9
Central of Melbourne,"81 A'Beckett Street, 3000 Melbourne, Australia",-37.809322,144.961332,9.2,8.4
Mono Apartments on Empire,"398 Elizabeth Street, 3000 Melbourne, Australia",-37.8093895,144.9612094,8.9,8.3
Embrace The Artistic Lifestyle of Melbourne-350W,"17 Singers Lane, 3000 Melbourne, Australia",-37.8110694,144.9566126,8.9,8.5
"Imogen, Beyond a Room Private Apartments","43 Therry Street, 3000 Melbourne, Australia",-37.8071519,144.9607199,9.3,8.5
Sleek 2 bed apartment next to Etihad Stadium,"Docklands, 3008 Melbourne, Australia",-37.8170652,144.9419122,9.5,8.1
City FringeÂ∏Ç‰∏ÂøÅµÊ∏ØÊπæ¨9.1,"65 Dudley Street, West Melbourne, 3003 Melbourne, Australia",-37.8100679,144.9503449,9.7,
The Emerald,"35 Albert Rd, South Melbourne, 3004 Melbourne, Australia",-37.834695,144.9721117,9.1,8.8
Naomi - Beyond a Room Private Apartments,"21 Park Street, South Melbourne, VIC, South Melbourne, 3205 Melbourne, Australia",-37.8331046,144.9697118,9.4,8.9
"Farina, Docklands Short Stay Apartments","18 Waterview Walk, Docklands, 3008 Melbourne, Australia",-37.819168,144.9475704,8.3,7.9
Lizzi - Beyond A Room Private Apartments,"455 Elizabeth Street 205, 3000 Melbourne, Australia",-37.8084293,144.9602064,9,8
"Boutique Stays -Zinc Apartments, Port Melbourne","3207 Melbourne, Australia",-37.8315264,144.9226452,9.6,9.3
Dorcas St. Boutique Hotel Apartment,"68-70 dorcas street,, south bank, South Melbourne, 3006 Melbourne, Australia",-37.8307136,144.9675651,8.8,8
City Tower Apartment,"183 City Road, unit 142, Southbank, 3006 Melbourne, Australia",-37.8249708,144.961958,8.8,8.2
3BR Apartment at Victoria Tower Southbank,"100 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8251586,144.9627015,9.7,9.7
Complete Host CBD Lighthouse Apartments,"450 Elizabeth Street, 3004 Melbourne, Australia",-37.8082642,144.9607964,9.3,9.2
Hudson - 2 Bedroom Aptm,"220 Spencer Street, 3000 Melbourne, Australia",-37.8156694,144.952988,9.6,9.5
Complete Host Southpoint Apartments,"22 Kavanagh Street, Southbank, 3006 Melbourne, Australia",-37.8229321,144.9658885,9.5,9
LaTrobe - 2 Bedroom Aptm,"68 Latrobe Street, 3000 Melbourne, Australia",-37.8083648,144.9667899,9.6,9.3
Stylish luxury apartment with park views,"Albert Park, 3004 Melbourne, Australia",-37.8301583,144.9804594,9.7,9.1
Caravel Lane Apartment,"39 Caravel Lane, Docklands, 3008 Melbourne, Australia",-37.8147514,144.9407958,8.9,8.1
Viste Della Fortuna - Rejuvenate Stays,"555 Flinders Street, 3000 Melbourne, Australia",-37.820969,144.9564872,8.9,8.4
Complete Host Yarra House Apartments,"18 Yarra Street Apt 604, South Yarra, 3141 Melbourne, Australia",-37.836235,144.993184,9.4,8.6
The House of Windsor,"64 Earl Street East, Prahran, 3181 Melbourne, Australia",-37.8539975,144.9968666,9.6,9.4
Allinda - Beyond a Room Private Apartments,"2006/8 DOWNIE STREET, 3000 Melbourne, Australia",-37.8203662,144.9559713,8.7,8.1
Richmond Bosisto Street,"32 Bosisto Street, Richmond, 3121 Melbourne, Australia",-37.8179566,144.9968074,9.2,8.7
Molly - Beyond a Room Private Apartments,"Unit 4, 109, Lygon Street, Carlton, VIC, Carlton, 3053 Melbourne, Australia",-37.8045102,144.9660078,9.5,8.6
Brunswick Street Central,"1 Saint David Street 37, Fitzroy, 3065 Melbourne, Australia",-37.8006511,144.9795913,9.2,8.2
Brady Hotels Central Melbourne,"30 Little Latrobe Street, 3000 Melbourne, Australia",-37.8091735,144.9626678,9,8.6
